Analyte#	Protein ID	Entry Name	Protein Description	Gene	Contaminants	Protein Group	Sub Group	Number of  Used Peptide Ions	Value.NM	Value.MIC	Numb.NM	Numb.MIC	Median.NM	Median.MIC	Avg.NM	Avg.MIC	STD.NM	STD.MIC	CV.NM	CV.MIC	pval.Multiple.ANOVA	pval.NM.vs.MIC.ttest
6549	XP_779985.5	---	XP_779985.5 protein phosphatase 1 regulatory subunit 37 [Strongylocentrotus purpuratus]	---	N	4102	a	15	1.048; 1.128; 0.915	1.073; 0.967; 0.904	3	3	1.048	0.967	1.030	0.981	0.108	0.085	10.49	8.66	0.570131891394525	0.570131891394525
6550	XP_780010.1	---	XP_780010.1 coatomer subunit delta [Strongylocentrotus purpuratus]	---	N	6710	a	34	1.003; 1.064; 1.102	0.804; 0.873; 1.068	3	3	1.064	0.873	1.056	0.915	0.050	0.137	4.73	14.97	0.168327395282606	0.168327395282606
6551	XP_780011.1	---	XP_780011.1 peroxisomal membrane protein 11A [Strongylocentrotus purpuratus]	---	N	4103	a	14	0.82; 0.947; 1	1.052; 1.164; 0.979	3	3	0.947	1.052	0.922	1.065	0.093	0.093	10.09	8.73	0.132971363855784	0.132971363855784
6552	XP_780013.3	---	XP_780013.3 T-complex protein 1 subunit gamma [Strongylocentrotus purpuratus]	---	N	4104	a	52	1.054; 0.919; 1.124	0.973; 0.82; 1.028	3	3	1.054	0.973	1.032	0.940	0.104	0.108	10.08	11.49	0.34772885723872	0.34772885723872
6553	XP_780014.1	---	XP_780014.1 3-hydroxyacyl-CoA dehydrogenase type-2 [Strongylocentrotus purpuratus]	---	N	4105	a	18	0.859; 0.899; 0.99	1.095; 1.211; 1.086	3	3	0.899	1.095	0.916	1.131	0.067	0.070	7.31	6.19	0.0184336103986581	0.0184336103986581
6554	XP_780015.1	---	XP_780015.1 26S proteasome non-ATPase regulatory subunit 7 [Strongylocentrotus purpuratus]	---	N	4106	a	24	1.034; 1.068; 1.066	0.939; 0.689; 1.004	3	3	1.066	0.939	1.056	0.877	0.019	0.166	1.80	18.93	0.13820734936496	0.13820734936496
6555	XP_780016.1	---	XP_780016.1 T-complex protein 1 subunit epsilon [Strongylocentrotus purpuratus]	---	N	4107	a	72	1.035; 1; 1.083	0.997; 0.843; 1.003	3	3	1.035	0.997	1.039	0.948	0.042	0.091	4.04	9.60	0.186871368038845	0.186871368038845
6556	XP_780019.2	---	XP_780019.2 ADP-ribosylation factor 4 [Strongylocentrotus purpuratus]	---	N	4108	a	10	1.076; 0.928; 1.115	0.54; 0.834; 1.027	3	3	1.076	0.834	1.040	0.800	0.099	0.245	9.52	30.62	0.191907265137291	0.191907265137291
6557	XP_780030.4	---	XP_780030.4 methyltransferase-like protein 2 [Strongylocentrotus purpuratus]	---	N	4109	a	4	2.786; 0.934; 1.077	2.221; 0.934; 0.942	3	3	1.077	0.942	1.599	1.366	1.030	0.741	64.42	54.25	0.766073103647085	0.766073103647085
6558	XP_780031.1	---	"XP_780031.1 enoyl-CoA delta isomerase 2, mitochondrial [Strongylocentrotus purpuratus]"	---	N	6711	a	19	0.561; 1.02; 1.071	0.617; 1.077; 1.029	3	3	1.020	1.029	0.884	0.908	0.281	0.253	31.79	27.86	0.918852675924216	0.918852675924216
6559	XP_780034.3	---	XP_780034.3 LOW QUALITY PROTEIN: arylsulfatase [Strongylocentrotus purpuratus]	---	N	4110	a	11	0.396; 0.697; 0.515	1.72; 1.195; 0.805	3	3	0.515	1.195	0.536	1.240	0.152	0.459	28.36	37.02	0.0652336586138827	0.0652336586138827
6560	XP_780035.1	---	XP_780035.1 ATP-dependent RNA helicase dbp2 isoform X1 [Strongylocentrotus purpuratus]	---	N	6712	a	7	0.972; 1.059; 1.211	0.965; 1.177; 0.959	3	3	1.059	0.965	1.081	1.034	0.121	0.124	11.19	11.99	0.663089036432087	0.663089036432087
6561	XP_780036.2	---	XP_780036.2 NPC intracellular cholesterol transporter 1 [Strongylocentrotus purpuratus]	---	N	4111	a	26	0.894; 0.86; 0.977	1.274; 1.233; 1.162	3	3	0.894	1.233	0.910	1.223	0.060	0.057	6.59	4.66	0.00280691427892784	0.00280691427892784
6562	XP_780037.1	---	XP_780037.1 40S ribosomal protein S16 [Strongylocentrotus purpuratus]	---	N	4112	a	20	1.022; 1.106; 1.09	0.681; 0.911; 0.952	3	3	1.090	0.911	1.073	0.848	0.045	0.146	4.19	17.22	0.0634490979891304	0.0634490979891304
6563	XP_780038.1	---	XP_780038.1 40S ribosomal protein S3a [Strongylocentrotus purpuratus]	---	N	4113	a	44	1.132; 1.034; 1.036	0.956; 0.895; 1.017	3	3	1.036	0.956	1.067	0.956	0.056	0.061	5.25	6.38	0.0803839416163479	0.0803839416163478
6564	XP_780082.4	---	XP_780082.4 LOW QUALITY PROTEIN: FYVE and coiled-coil domain-containing protein 1 [Strongylocentrotus purpuratus]	---	N	4114	a	19	0.999; 1.049; 1.095	0.873; 0.922; 0.876	3	3	1.049	0.876	1.048	0.890	0.048	0.027	4.58	3.03	0.00789220768143013	0.00789220768143013
6565	XP_780102.1	---	XP_780102.1 mitochondrial import inner membrane translocase subunit Tim10 B [Strongylocentrotus purpuratus]	---	N	4115	a	6	1.287; 0.726; 1.361	0.556; 0.973; 1.229	3	3	1.287	0.973	1.125	0.919	0.347	0.340	30.84	37.00	0.504666323185815	0.504666323185815
6566	XP_780110.1	---	XP_780110.1 ribonucleoside-diphosphate reductase subunit M2 [Strongylocentrotus purpuratus]	---	N	6713	a	55	0.928; 1.037; 1.306	0.832; 0.913; 1.008	3	3	1.037	0.913	1.090	0.918	0.195	0.088	17.89	9.59	0.234021370181687	0.234021370181687
6567	XP_780113.2	---	XP_780113.2 peptidyl-prolyl cis-trans isomerase-like 1 [Strongylocentrotus purpuratus]	---	N	4116	a	4	1.131; 0.933; 0.716	1.238; 0.999; 0.908	3	3	0.933	0.999	0.927	1.048	0.208	0.170	22.44	16.22	0.476544044156425	0.476544044156425
6568	XP_780119.1	---	XP_780119.1 ATP-binding cassette sub-family F member 2 [Strongylocentrotus purpuratus]	---	N	4117	a	38	0.975; 1.303; 1.062	0.862; 1; 0.953	3	3	1.062	0.953	1.113	0.938	0.170	0.070	15.27	7.46	0.174528612546999	0.174528612546999
6569	XP_780120.1	---	XP_780120.1 sodium- and chloride-dependent glycine transporter 1 [Strongylocentrotus purpuratus]	---	N	6714	a	4	1.136; 0.222; 0.629	1; 0.703; 1.338	3	3	0.629	1.000	0.662	1.014	0.458	0.318	69.18	31.36	0.336257945455556	0.336257945455556
6570	XP_780121.2	---	XP_780121.2 isocitrate dehydrogenase [NADP] cytoplasmic isoform X1 [Strongylocentrotus purpuratus]	---	N	6715	a	6	1.145; 1.06; 1.041	1.061; 0.934; 0.822	3	3	1.060	0.934	1.082	0.939	0.055	0.120	5.08	12.78	0.133355295666578	0.133355295666578
6571	XP_780122.2	---	XP_780122.2 receptor expression-enhancing protein 5 isoform X1 [Strongylocentrotus purpuratus]	---	N	4118	a	6	1.026; 0.892; 0.871	2.16; 0.998; 0.999	3	3	0.892	0.999	0.930	1.386	0.084	0.671	9.03	48.41	0.307446943658393	0.307446943658393
6572	XP_780127.2	---	"XP_780127.2 cytochrome b-c1 complex subunit Rieske, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4119	a	19	0.907; 1.037; 0.957	0.998; 1.49; 0.91	3	3	0.957	0.998	0.967	1.133	0.066	0.313	6.83	27.63	0.419740233987751	0.419740233987751
6573	XP_780142.3	---	XP_780142.3 mediator of RNA polymerase II transcription subunit 27 [Strongylocentrotus purpuratus]	---	N	4120	a	15	0.864; 1.208; 0.872	0.851; 1.057; 1.092	3	3	0.872	1.057	0.981	1.000	0.196	0.130	19.98	13.00	0.89747765954044	0.89747765954044
6574	XP_780169.3	---	XP_780169.3 low-density lipoprotein receptor-related protein 1B [Strongylocentrotus purpuratus]	---	N	4121	a	2	0.749; 0.472; 0.383	2.381; 1.339; 1.276	3	3	0.472	1.339	0.535	1.665	0.191	0.621	35.70	37.30	0.0393084682160329	0.0393084682160328
6575	XP_780172.1	---	XP_780172.1 adenosylhomocysteinase [Strongylocentrotus purpuratus]	---	N	4122	a	46	0.992; 1; 1.098	0.839; 0.94; 1.126	3	3	1.000	0.940	1.030	0.968	0.059	0.146	5.73	15.08	0.533873680483318	0.533873680483318
6576	XP_780193.2	---	XP_780193.2 proliferation-associated protein 2G4 [Strongylocentrotus purpuratus]	---	N	6716	a	1	0.99; 1.01; 1.16	0.874; 0.803; 1.223	3	3	1.010	0.874	1.053	0.967	0.093	0.225	8.83	23.27	0.570568921907557	0.570568921907557
6577	XP_780196.1	---	XP_780196.1 COP9 signalosome complex subunit 2 [Strongylocentrotus purpuratus]	---	N	6717	a	15	1.009; 0.977; 0.964	0.851; 1.004; 1.22	3	3	0.977	1.004	0.983	1.025	0.023	0.185	2.34	18.05	0.718963505399523	0.718963505399523
6578	XP_780230.2	---	XP_780230.2 radial spoke head protein 9 homolog [Strongylocentrotus purpuratus]	---	N	4123	a	20	0.921; 1.016; 0.929	1.018; 0.938; 1.287	3	3	0.929	1.018	0.955	1.081	0.053	0.183	5.55	16.93	0.316451248884345	0.316451248884345
6579	XP_780270.2	---	XP_780270.2 T-complex protein 1 subunit alpha [Strongylocentrotus purpuratus]	---	N	4124	a	53	1; 1.096; 1.139	0.785; 0.799; 1	3	3	1.096	0.799	1.078	0.861	0.071	0.120	6.59	13.94	0.0547054693747345	0.0547054693747345
6580	XP_780284.4	---	XP_780284.4 pre-mRNA 3' end processing protein WDR33 [Strongylocentrotus purpuratus]	---	N	6718	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6581	XP_780287.3	---	XP_780287.3 ribonuclease Oy [Strongylocentrotus purpuratus]	---	N	4125	a	3	1.329; 0.549; 0.44	2.199; 1.314; 0.774	3	3	0.549	1.314	0.773	1.429	0.485	0.719	62.74	50.31	0.260259770675093	0.260259770675093
6582	XP_780290.4	---	XP_780290.4 lysine-specific demethylase 2B [Strongylocentrotus purpuratus]	---	N	6719	a	30	0.95; 1.134; 1	0.888; 0.945; 1.127	3	3	1.000	0.945	1.028	0.987	0.095	0.125	9.24	12.66	0.671962141711986	0.671962141711986
6583	XP_780301.2	---	XP_780301.2 uncharacterized protein LOC574812 [Strongylocentrotus purpuratus]	---	N	4126	a	7	0.845; 1.254; 1.338	0.682; 1; 1.122	3	3	1.254	1.000	1.146	0.935	0.264	0.227	23.04	24.28	0.35300313407232	0.35300313407232
6584	XP_780304.2	---	XP_780304.2 mannose-6-phosphate isomerase [Strongylocentrotus purpuratus]	---	N	4127	a	21	1.206; 1.294; 0.971	0.949; 0.952; 0.89	3	3	1.206	0.949	1.157	0.930	0.167	0.035	14.43	3.76	0.0828259500324353	0.0828259500324353
6585	XP_780314.3	---	XP_780314.3 dehydrogenase/reductase SDR family member 11 [Strongylocentrotus purpuratus]	---	N	4128	a	11	1; 1.07; 0.914	0.969; 0.894; 0.926	3	3	1.000	0.926	0.995	0.930	0.078	0.038	7.84	4.09	0.264034504220012	0.264034504220012
6586	XP_780345.1	---	XP_780345.1 NF-kappa-B inhibitor epsilon [Strongylocentrotus purpuratus]	---	N	4129	a	9	1.059; 1.119; 1.167	0.793; 0.879; 0.9	3	3	1.119	0.879	1.115	0.857	0.054	0.057	4.84	6.65	0.00469832076798082	0.00469832076798082
6587	XP_780373.2	---	XP_780373.2 furin [Strongylocentrotus purpuratus]	---	N	4130	a	8	1.123; 0.732; 0.782	1.326; 1.056; 1.086	3	3	0.782	1.086	0.879	1.156	0.213	0.148	24.23	12.80	0.137813572410695	0.137813572410694
6588	XP_780396.3	---	"XP_780396.3 oligoribonuclease, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4131	a	8	1.073; 0.821; 1.121	1; 1.03; 0.928	3	3	1.073	1.000	1.005	0.986	0.161	0.052	16.02	5.27	0.855482164714235	0.855482164714235
6589	XP_780405.1	---	XP_780405.1 charged multivesicular body protein 2a [Strongylocentrotus purpuratus]	---	N	6720	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6590	XP_780420.1	---	XP_780420.1 serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform isoform X1 [Strongylocentrotus purpuratus]	---	N	6721	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6591	XP_780421.1	---	XP_780421.1 dihydrofolate reductase [Strongylocentrotus purpuratus]	---	N	4132	a	16	0.862; 0.97; 1.141	0.864; 0.993; 1.049	3	3	0.970	0.993	0.991	0.969	0.141	0.095	14.23	9.80	0.830846661542014	0.830846661542014
6592	XP_780423.1	---	XP_780423.1 serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Strongylocentrotus purpuratus]	---	N	4133	a	20	1.068; 0.963; 1.065	0.976; 0.832; 1.185	3	3	1.065	0.976	1.032	0.998	0.060	0.177	5.81	17.74	0.766736991761989	0.766736991761989
6593	XP_780425.2	---	XP_780425.2 ribonucleoside-diphosphate reductase large subunit [Strongylocentrotus purpuratus]	---	N	6722	a	74	1.046; 1.014; 0.99	0.872; 0.811; 1.101	3	3	1.014	0.872	1.017	0.928	0.028	0.153	2.75	16.49	0.379124665704125	0.379124665704125
6594	XP_780495.4	---	XP_780495.4 dCTP pyrophosphatase 1 [Strongylocentrotus purpuratus]	---	N	7661	a	2	1.867; 3.877; 1.028	2.246; 0.749; 0.842	3	3	1.867	0.842	2.257	1.279	1.464	0.839	64.86	65.60	0.37206462188213	0.37206462188213
6595	XP_780497.3	---	XP_780497.3 methionine aminopeptidase 2 [Strongylocentrotus purpuratus]	---	N	4135	a	45	0.967; 1.016; 1.07	0.828; 0.896; 1.14	3	3	1.016	0.896	1.018	0.955	0.052	0.164	5.11	17.17	0.560203386472732	0.560203386472732
6596	XP_780499.1	---	XP_780499.1 40S ribosomal protein S6 [Strongylocentrotus purpuratus]	---	N	4136	a	23	1.186; 1.094; 1.025	1.03; 0.76; 0.871	3	3	1.094	0.871	1.102	0.887	0.081	0.136	7.35	15.33	0.0781458461207419	0.078145846120742
6597	XP_780500.1	---	XP_780500.1 wiskott-Aldrich syndrome protein family member 2 [Strongylocentrotus purpuratus]	---	N	7199	a	1	3.891; ---; 1	---; ---; 0.815	2	1	2.446	0.815	2.446	0.815	2.044	0	83.57	0.00	---	---
6598	XP_780502.1	---	XP_780502.1 reactive oxygen species modulator 1 [Strongylocentrotus purpuratus]	---	N	7031	a	2	0.991; 0.938; 0.662	1.595; 1.306; 0.442	3	3	0.938	1.306	0.864	1.114	0.177	0.600	20.49	53.86	0.52574452338125	0.52574452338125
6599	XP_780530.1	---	XP_780530.1 14-3-3-like protein 2 [Strongylocentrotus purpuratus]	---	N	4137	a	36	0.902; 1.054; 1.089	0.717; 0.961; 1.137	3	3	1.054	0.961	1.015	0.938	0.099	0.211	9.75	22.49	0.599474288258936	0.599474288258936
6600	XP_780532.5	---	XP_780532.5 crossover junction endonuclease MUS81 [Strongylocentrotus purpuratus]	---	N	4138	a	3	1.132; 1.075; 1.425	0.877; 0.55; 0.868	3	3	1.132	0.868	1.211	0.765	0.188	0.186	15.52	24.31	0.043308153266049	0.043308153266049
6601	XP_780543.1	---	XP_780543.1 COMM domain-containing protein 10 [Strongylocentrotus purpuratus]	---	N	4139	a	8	1.036; 1.351; 1.146	0.684; 1.065; 0.804	3	3	1.146	0.804	1.178	0.851	0.160	0.195	13.58	22.91	0.0881098271008392	0.0881098271008392
6602	XP_780573.3	---	XP_780573.3 ribosome biogenesis protein bop1-B [Strongylocentrotus purpuratus]	---	N	4140	a	14	0.97; 0.878; 1.024	0.987; 1; 1.046	3	3	0.970	1.000	0.957	1.011	0.074	0.031	7.73	3.07	0.310213360070938	0.310213360070938
6603	XP_780584.4	---	XP_780584.4 phosphoglucomutase-1 isoform X1 [Strongylocentrotus purpuratus]	---	N	6723	a	5	0.882; 1.102; 1.15	1.059; 0.685; 0.903	3	3	1.102	0.903	1.045	0.882	0.143	0.188	13.68	21.32	0.299412163171215	0.299412163171215
6604	XP_780585.2	---	XP_780585.2 transmembrane protein 230 [Strongylocentrotus purpuratus]	---	N	4141	a	5	0.953; 0.855; 0.868	1.163; 1; 1.115	3	3	0.868	1.115	0.892	1.093	0.053	0.084	5.94	7.69	0.0248481614123265	0.0248481614123265
6605	XP_780589.4	---	XP_780589.4 eukaryotic translation initiation factor 3 subunit H-B [Strongylocentrotus purpuratus]	---	N	4142	a	21	0.951; 0.987; 0.97	0.925; 0.911; 1.127	3	3	0.970	0.925	0.969	0.988	0.018	0.121	1.86	12.25	0.807807943272711	0.807807943272711
6606	XP_780644.1	---	XP_780644.1 aminoacyl tRNA synthase complex-interacting multifunctional protein 2 [Strongylocentrotus purpuratus]	---	N	4143	a	16	0.932; 1.204; 1.116	0.785; 0.939; 1.03	3	3	1.116	0.939	1.084	0.918	0.139	0.124	12.82	13.51	0.197072666395872	0.197072666395872
6607	XP_780647.3	---	"XP_780647.3 NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Strongylocentrotus purpuratus]"	---	N	4144	a	7	0.792; 0.901; 0.903	0.841; 1.114; 1.028	3	3	0.901	1.028	0.865	0.994	0.064	0.140	7.40	14.08	0.218841775727488	0.218841775727488
6608	XP_780677.2	---	XP_780677.2 elongation factor 1-delta-like isoform X1 [Strongylocentrotus purpuratus]	---	N	4145	a	2	1.101; 1.115; 0.593	1.428; 0.752; 0.895	3	3	1.101	0.895	0.936	1.025	0.297	0.356	31.73	34.73	0.757314654650336	0.757314654650336
6609	XP_780678.1	---	XP_780678.1 coiled-coil domain-containing protein 105 [Strongylocentrotus purpuratus]	---	N	4146	a	3	1; 0.885; 1	1.526; 1.456; 0.512	3	3	1.000	1.456	0.962	1.165	0.066	0.566	6.86	48.58	0.570831563712084	0.570831563712084
6610	XP_780695.1	---	XP_780695.1 histidine triad nucleotide-binding protein 1 [Strongylocentrotus purpuratus]	---	N	4147	a	18	1.127; 1.01; 1.091	0.744; 0.689; 1.163	3	3	1.091	0.744	1.076	0.865	0.060	0.259	5.58	29.94	0.242175614624839	0.242175614624839
6611	XP_780699.5	---	XP_780699.5 alpha-taxilin [Strongylocentrotus purpuratus]	---	N	4148	a	20	0.994; 1.042; 1.024	0.932; 0.982; 0.992	3	3	1.024	0.982	1.020	0.969	0.024	0.032	2.35	3.30	0.0918174766328234	0.0918174766328235
6612	XP_780700.2	---	XP_780700.2 E3 ubiquitin-protein ligase CHIP [Strongylocentrotus purpuratus]	---	N	4149	a	20	0.889; 0.982; 0.835	1.064; 1.096; 0.993	3	3	0.889	1.064	0.902	1.051	0.074	0.053	8.20	5.04	0.0472786784596533	0.0472786784596533
6613	XP_780704.2	---	"XP_780704.2 peptidyl-tRNA hydrolase 2, mitochondrial isoform X2 [Strongylocentrotus purpuratus]"	---	N	6724	a	2	0.349; 1.017; 1.068	0.452; 1.319; 1.212	3	3	1.017	1.212	0.811	0.994	0.401	0.473	49.45	47.59	0.636121985087681	0.636121985087681
6614	XP_780711.1	---	XP_780711.1 sorting nexin-3 [Strongylocentrotus purpuratus]	---	N	4150	a	17	0.978; 0.981; 1.089	1.061; 0.893; 0.994	3	3	0.981	0.994	1.016	0.983	0.063	0.085	6.20	8.65	0.613630181925683	0.613630181925683
6615	XP_780720.2	---	XP_780720.2 cytochrome c oxidase assembly protein COX15 homolog [Strongylocentrotus purpuratus]	---	N	4151	a	8	1.186; 1.043; 0.597	1.385; 1.05; 0.826	3	3	1.043	1.050	0.942	1.087	0.307	0.281	32.59	25.85	0.579090661904476	0.579090661904476
6616	XP_780735.1	---	XP_780735.1 ADP/ATP translocase 3 [Strongylocentrotus purpuratus]	---	N	6725	a	29	0.941; 0.782; 0.85	1.037; 1.158; 1.13	3	3	0.850	1.130	0.858	1.108	0.080	0.063	9.32	5.69	0.0130313201283641	0.0130313201283641
6617	XP_780763.2	---	XP_780763.2 ras-related protein Rab-35 isoform X1 [Strongylocentrotus purpuratus]	---	N	6525	m	1	---; ---; 1.029	3.38; 0.971; 0.849	1	3	1.029	0.971	1.029	1.733	0	1.427	0.00	82.34	---	---
6618	XP_780770.4	---	XP_780770.4 dynein regulatory complex protein 11 [Strongylocentrotus purpuratus]	---	N	4152	a	24	1.001; 1; 1.05	1.005; 0.958; 0.946	3	3	1.001	0.958	1.017	0.970	0.029	0.031	2.85	3.20	0.124645429261328	0.124645429261328
6619	XP_780777.2	---	XP_780777.2 (Lyso)-N-acylphosphatidylethanolamine lipase [Strongylocentrotus purpuratus]	---	N	4153	a	6	1; 1; 1.48	1.117; 0.682; 3.954	3	3	1.000	1.117	1.160	1.918	0.277	1.777	23.88	92.65	0.505991350384058	0.505991350384058
6620	XP_780791.2	---	XP_780791.2 protein orai-2 [Strongylocentrotus purpuratus]	---	N	8611	a	1	0.562; 1; 1.004	1.1; 0.951; ---	3	2	1.000	1.026	0.855	1.026	0.254	0.105	29.71	10.23	---	---
6621	XP_780794.3	---	XP_780794.3 ADP-ribosylation factor-like protein 1 [Strongylocentrotus purpuratus]	---	N	4154	a	8	1.104; 1.04; 1.121	0.993; 0.844; 0.931	3	3	1.104	0.931	1.088	0.923	0.043	0.075	3.95	8.13	0.0291151112021828	0.0291151112021828
6622	XP_780799.3	---	XP_780799.3 retinol dehydrogenase 14 [Strongylocentrotus purpuratus]	---	N	5791	f	5	1; 0.827; 1.363	1.53; 0.872; 1.275	3	3	1.000	1.275	1.063	1.226	0.274	0.332	25.78	27.08	0.548871312689402	0.548871312689402
6623	XP_780803.1	---	XP_780803.1 protein ERGIC-53 [Strongylocentrotus purpuratus]	---	N	4155	a	1	---; 1.26; ---	---; 0.74; ---	1	1	1.260	0.740	1.260	0.740	0	0	0.00	0.00	---	---
6624	XP_780827.2	---	XP_780827.2 IQ domain-containing protein K [Strongylocentrotus purpuratus]	---	N	4156	a	3	0.856; 1.136; 1.053	0.499; 1.059; 1.011	3	3	1.053	1.011	1.015	0.856	0.144	0.310	14.19	36.21	0.466792707280289	0.466792707280289
6625	XP_780847.1	---	XP_780847.1 cytochrome c [Strongylocentrotus purpuratus]	---	N	6726	a	4	1.686; 0.943; 1.065	1.685; 0.712; 1	3	3	1.065	1.000	1.231	1.132	0.398	0.500	32.33	44.17	0.801764576847885	0.801764576847885
6626	XP_780852.4	---	XP_780852.4 leucine-rich repeat-containing protein 47 [Strongylocentrotus purpuratus]	---	N	4157	a	27	1.008; 1.106; 1.041	1.032; 0.922; 0.938	3	3	1.041	0.938	1.052	0.964	0.050	0.059	4.75	6.12	0.121931849000216	0.121931849000216
6627	XP_780870.4	---	XP_780870.4 CLK4-associating serine/arginine rich protein isoform X2 [Strongylocentrotus purpuratus]	---	N	6727	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6628	XP_780879.4	---	XP_780879.4 exportin-1 [Strongylocentrotus purpuratus]	---	N	4158	a	42	1.063; 1.138; 0.857	1.058; 0.915; 0.982	3	3	1.063	0.982	1.019	0.985	0.146	0.072	14.33	7.31	0.732372887971762	0.732372887971762
6629	XP_780924.4	---	XP_780924.4 protein N-terminal glutamine amidohydrolase [Strongylocentrotus purpuratus]	---	N	4159	a	5	1.031; 0.766; 0.969	1.213; 0.564; 1.066	3	3	0.969	1.066	0.922	0.948	0.139	0.340	15.08	35.86	0.909535440533434	0.909535440533434
6630	XP_780930.3	---	XP_780930.3 REST corepressor 1 [Strongylocentrotus purpuratus]	---	N	6728	a	20	1.16; 1.023; 1	1.089; 0.865; 0.981	3	3	1.023	0.981	1.061	0.978	0.087	0.112	8.20	11.45	0.368933361887151	0.368933361887151
6631	XP_780937.2	---	XP_780937.2 tubulin-folding cofactor B [Strongylocentrotus purpuratus]	---	N	4160	a	16	1.086; 1.097; 1.018	0.866; 0.918; 1.01	3	3	1.086	0.918	1.067	0.931	0.043	0.073	4.03	7.84	0.049855505235523	0.049855505235523
6632	XP_780963.2	---	XP_780963.2 sodium-dependent phosphate transport protein 2B [Strongylocentrotus purpuratus]	---	N	4161	a	13	0.925; 0.846; 0.92	1.152; 1.37; 0.867	3	3	0.920	1.152	0.897	1.130	0.044	0.252	4.91	22.30	0.190688061493653	0.190688061493653
6633	XP_780969.4	---	XP_780969.4 nucleolar protein 9 [Strongylocentrotus purpuratus]	---	N	4162	a	11	1.017; 1.046; 1	1.054; 0.808; 0.935	3	3	1.017	0.935	1.021	0.932	0.023	0.123	2.25	13.20	0.287227981366389	0.287227981366389
6634	XP_780973.1	---	XP_780973.1 GTP-binding protein Di-Ras2 [Strongylocentrotus purpuratus]	---	N	4163	a	6	0.867; 0.949; 1.121	0.94; 1.174; 1.084	3	3	0.949	1.084	0.979	1.066	0.130	0.118	13.28	11.07	0.438515202820789	0.438515202820789
6635	XP_781000.2	---	XP_781000.2 nuclear nucleic acid-binding protein C1D [Strongylocentrotus purpuratus]	---	N	9035	a	1	1; 0.574; 1.034	1.324; 0.948; 1	3	3	1.000	1.000	0.869	1.091	0.256	0.204	29.46	18.70	0.306671352132061	0.306671352132061
6636	XP_781005.3	---	XP_781005.3 myogenesis-regulating glycosidase [Strongylocentrotus purpuratus]	---	N	4164	a	13	0.88; 0.784; 0.801	1.226; 1.198; 1.187	3	3	0.801	1.198	0.822	1.204	0.051	0.020	6.20	1.66	0.000274402728443174	0.000274402728443174
6637	XP_781007.4	---	XP_781007.4 xyloside xylosyltransferase 1 [Strongylocentrotus purpuratus]	---	N	6729	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
6638	XP_781013.2	---	XP_781013.2 COMM domain-containing protein 2 [Strongylocentrotus purpuratus]	---	N	4165	a	12	0.921; 1.027; 0.789	1.04; 1.065; 0.877	3	3	0.921	1.040	0.912	0.994	0.119	0.102	13.05	10.26	0.418476504142017	0.418476504142017
6639	XP_781024.2	---	"XP_781024.2 presenilins-associated rhomboid-like protein, mitochondrial [Strongylocentrotus purpuratus]"	---	N	4166	a	3	1.112; 0.743; 0.985	1.134; 1.232; 0.811	3	3	0.985	1.134	0.947	1.059	0.187	0.220	19.75	20.77	0.538036440692902	0.538036440692902
6640	XP_781025.2	---	XP_781025.2 porphobilinogen deaminase [Strongylocentrotus purpuratus]	---	N	4167	a	22	1; 1.068; 1.073	0.855; 0.882; 1.143	3	3	1.068	0.882	1.047	0.960	0.041	0.159	3.92	16.56	0.410699849357613	0.410699849357613
6641	XP_781040.1	---	XP_781040.1 betaine--homocysteine S-methyltransferase 1 [Strongylocentrotus purpuratus]	---	N	4168	a	24	0.88; 1.747; 0.365	1; 1.606; 0.435	3	3	0.880	1.000	0.997	1.014	0.698	0.586	70.01	57.79	0.976725913332371	0.976725913332371
6642	XP_781074.3	---	XP_781074.3 negative elongation factor B [Strongylocentrotus purpuratus]	---	N	4169	a	13	1; 0.994; 1.097	1.038; 0.839; 1.02	3	3	1.000	1.020	1.030	0.966	0.058	0.110	5.63	11.39	0.418573545364405	0.418573545364405
6643	XP_781085.4	---	XP_781085.4 scavenger receptor cysteine-rich type 1 protein M130 [Strongylocentrotus purpuratus]	---	N	4170	a	3	1.258; 0.837; 0.997	1.215; 1.136; 0.764	3	3	0.997	1.136	1.031	1.038	0.213	0.241	20.66	23.22	0.969003805638885	0.969003805638885
6644	XP_781094.4	---	XP_781094.4 serine/threonine-protein kinase A-Raf isoform X2 [Strongylocentrotus purpuratus]	---	N	6730	a	1	0.699; 1.276; 1.289	0.972; 0.966; 1.028	3	3	1.276	0.972	1.088	0.989	0.337	0.034	30.97	3.44	0.638181592694645	0.638181592694645
